TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;yearpurchase;monthpurchase;daypurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
77,27;0;11310;Southwest;US;North America;8059;IN;2004-02-13 00:00:00.000;2004;2;13;1953-07-09 00:00:00.000;68;S;50001-75000;F;3;Graduate Degree;Management;1;2
77,27;0;11311;Northwest;US;North America;10634;IN;2003-10-20 00:00:00.000;2003;10;20;1953-08-24 00:00:00.000;68;S;50001-75000;F;3;Graduate Degree;Management;0;2
42,28;0;11312;Northwest;US;North America;8443;IN;2003-11-18 00:00:00.000;2003;11;18;1953-04-03 00:00:00.000;68;S;50001-75000;F;3;Graduate Degree;Management;1;2
44,57;0;11313;Northwest;US;North America;12824;IN;2003-11-08 00:00:00.000;2003;11;8;1953-02-27 00:00:00.000;68;S;50001-75000;M;3;Graduate Degree;Management;1;2
47,53;0;11314;Northwest;US;North America;7316;IN;2003-08-29 00:00:00.000;2003;8;29;1953-12-21 00:00:00.000;68;S;50001-75000;F;3;Graduate Degree;Management;0;2
42,28;0;11315;Northwest;US;North America;3165;IN;2003-11-21 00:00:00.000;2003;11;21;1953-10-01 00:00:00.000;68;S;50001-75000;F;3;Graduate Degree;Management;0;2
44,57;0;11318;Northwest;US;North America;12090;IN;2004-04-19 00:00:00.000;2004;4;19;1952-10-26 00:00:00.000;69;S;25001-50000;F;3;Partial College;Professional;0;2
72,21;0;11320;Southwest;US;North America;10675;IN;2003-12-17 00:00:00.000;2003;12;17;1937-06-26 00:00:00.000;84;M;75001-100000;F;4;Graduate Degree;Management;1;2
37,29;0;11321;Northwest;US;North America;8078;IN;2003-08-27 00:00:00.000;2003;8;27;1938-07-08 00:00:00.000;83;M;75001-100000;M;5;Bachelors ;Management;1;2
44,57;0;11322;Northwest;US;North America;10780;IN;2003-09-25 00:00:00.000;2003;9;25;1938-03-15 00:00:00.000;83;M;75001-100000;F;5;Bachelors ;Management;1;2
1136,35;0;11330;Canada;CA;North America;17961;IN;2003-08-16 00:00:00.000;2003;8;16;1940-05-13 00:00:00.000;81;M;greater than 100000;M;2;Graduate Degree;Management;1;1
1329,31;0;11331;Canada;CA;North America;12526;IN;2003-08-11 00:00:00.000;2003;8;11;1968-07-06 00:00:00.000;53;M;75001-100000;F;4;Partial College;Skilled Manual;1;2
48,97;0;11342;France;FR;Europe;10772;IN;2004-01-13 00:00:00.000;2004;1;13;1962-03-11 00:00:00.000;59;M;25001-50000;M;5;Graduate Degree;Clerical;1;0
13,98;0;11347;Germany;DE;Europe;11160;IN;2003-09-17 00:00:00.000;2003;9;17;1955-12-23 00:00:00.000;66;M;0-25000;M;2;Partial College;Manual;1;1
67,97;0;11348;Germany;DE;Europe;20395;IN;2003-10-02 00:00:00.000;2003;10;2;1955-09-22 00:00:00.000;66;M;0-25000;M;2;Partial College;Manual;1;1
67,97;0;11349;Germany;DE;Europe;4543;IN;2004-07-16 00:00:00.000;2004;7;16;1954-09-03 00:00:00.000;67;M;0-25000;F;2;Partial College;Manual;1;1
38,47;0;11350;United Kingdom;GB;Europe;4840;IN;2003-08-09 00:00:00.000;2003;8;9;1937-01-14 00:00:00.000;84;M;25001-50000;F;1;Graduate Degree;Clerical;1;0
13,98;0;11352;France;FR;Europe;19484;IN;2003-11-02 00:00:00.000;2003;11;2;1940-03-07 00:00:00.000;81;M;0-25000;M;2;Partial College;Manual;1;1
22,97;0;11354;Germany;DE;Europe;9822;IN;2004-06-05 00:00:00.000;2004;6;5;1942-02-23 00:00:00.000;79;M;0-25000;F;1;Partial College;Manual;1;0
13,98;0;11355;United Kingdom;GB;Europe;14813;IN;2004-03-29 00:00:00.000;2004;3;29;1942-12-28 00:00:00.000;79;M;25001-50000;M;1;Graduate Degree;Clerical;1;0
114,96;0;11361;Australia;AU;Pacific;18498;IN;2004-04-03 00:00:00.000;2004;4;3;1977-04-28 00:00:00.000;44;M;0-25000;F;0;High School;Manual;1;2
77,27;0;11362;Australia;AU;Pacific;13039;IN;2003-09-30 00:00:00.000;2003;9;30;1977-11-11 00:00:00.000;44;M;0-25000;M;0;High School;Manual;0;2
77,27;0;11366;Australia;AU;Pacific;7583;IN;2003-12-26 00:00:00.000;2003;12;26;1979-10-25 00:00:00.000;42;M;0-25000;F;0;Bachelors ;Clerical;1;0
86,26;0;11367;Australia;AU;Pacific;9186;IN;2004-01-08 00:00:00.000;2004;1;8;1979-02-22 00:00:00.000;42;M;0-25000;M;0;Bachelors ;Clerical;1;0
118,96;0;11369;Australia;AU;Pacific;8939;IN;2004-01-06 00:00:00.000;2004;1;6;1978-08-04 00:00:00.000;43;M;0-25000;F;0;Bachelors ;Clerical;0;0
79,97;0;11370;Australia;AU;Pacific;19778;IN;2004-01-14 00:00:00.000;2004;1;14;1978-04-01 00:00:00.000;43;M;0-25000;F;0;Bachelors ;Clerical;1;0
74,98;0;11371;Australia;AU;Pacific;11293;IN;2004-05-10 00:00:00.000;2004;5;10;1978-05-27 00:00:00.000;43;M;0-25000;F;0;Bachelors ;Clerical;1;0
38,47;0;11373;Germany;DE;Europe;4491;IN;2004-02-28 00:00:00.000;2004;2;28;1943-09-20 00:00:00.000;78;M;25001-50000;F;1;Bachelors ;Clerical;1;0
68,97;0;11374;Germany;DE;Europe;15673;IN;2003-10-17 00:00:00.000;2003;10;17;1943-06-28 00:00:00.000;78;S;25001-50000;M;1;Bachelors ;Clerical;1;0
13,98;0;11375;United Kingdom;GB;Europe;16715;IN;2004-04-19 00:00:00.000;2004;4;19;1943-05-09 00:00:00.000;78;M;25001-50000;M;1;Bachelors ;Clerical;1;0
78,48;0;11376;United Kingdom;GB;Europe;14864;IN;2004-04-17 00:00:00.000;2004;4;17;1943-06-10 00:00:00.000;78;S;25001-50000;M;1;Graduate Degree;Clerical;1;0
83,97;0;11377;Germany;DE;Europe;1699;IN;2003-09-01 00:00:00.000;2003;9;1;1961-02-23 00:00:00.000;60;M;25001-50000;M;4;Graduate Degree;Clerical;1;0
48,97;0;11383;France;FR;Europe;10118;IN;2004-07-04 00:00:00.000;2004;7;4;1960-08-28 00:00:00.000;61;M;25001-50000;F;3;Graduate Degree;Clerical;1;0
48,97;0;11384;France;FR;Europe;2654;IN;2004-02-03 00:00:00.000;2004;2;3;1960-10-16 00:00:00.000;61;M;25001-50000;F;3;Bachelors ;Clerical;1;0
13,98;0;11385;United Kingdom;GB;Europe;4106;IN;2004-01-07 00:00:00.000;2004;1;7;1960-08-11 00:00:00.000;61;S;25001-50000;M;3;Bachelors ;Clerical;1;0
68,97;0;11386;Germany;DE;Europe;12952;IN;2004-05-05 00:00:00.000;2004;5;5;1960-11-05 00:00:00.000;61;M;25001-50000;F;3;Bachelors ;Clerical;1;0
68,97;0;11389;Germany;DE;Europe;5144;IN;2004-05-20 00:00:00.000;2004;5;20;1970-04-24 00:00:00.000;51;S;0-25000;M;1;High School;Manual;0;1
48,97;0;11390;France;FR;Europe;19898;IN;2004-05-10 00:00:00.000;2004;5;10;1970-10-19 00:00:00.000;51;S;0-25000;F;1;High School;Manual;0;1
33,98;0;11391;Germany;DE;Europe;19816;IN;2004-04-28 00:00:00.000;2004;4;28;1970-12-27 00:00:00.000;51;S;0-25000;F;2;High School;Manual;1;0
28,99;0;11392;Germany;DE;Europe;13350;IN;2003-09-30 00:00:00.000;2003;9;30;1970-02-07 00:00:00.000;51;S;0-25000;M;2;High School;Manual;1;0
13,98;0;11393;France;FR;Europe;4156;IN;2004-01-17 00:00:00.000;2004;1;17;1969-01-17 00:00:00.000;52;S;0-25000;M;2;High School;Manual;1;0
28,99;0;11396;Germany;DE;Europe;4742;IN;2004-04-28 00:00:00.000;2004;4;28;1969-10-05 00:00:00.000;52;M;0-25000;M;2;High School;Manual;0;1
38,47;0;11397;France;FR;Europe;16386;IN;2004-01-08 00:00:00.000;2004;1;8;1969-06-04 00:00:00.000;52;S;0-25000;F;0;Partial College;Manual;0;1
13,98;0;11399;France;FR;Europe;15375;IN;2003-10-15 00:00:00.000;2003;10;15;1969-08-04 00:00:00.000;52;S;25001-50000;F;1;Bachelors ;Clerical;1;0
33,98;0;11404;Germany;DE;Europe;11679;IN;2003-08-14 00:00:00.000;2003;8;14;1952-01-01 00:00:00.000;69;S;0-25000;F;3;Partial College;Manual;0;2
53,99;0;11405;Germany;DE;Europe;3725;IN;2003-10-02 00:00:00.000;2003;10;2;1952-02-17 00:00:00.000;69;S;0-25000;F;3;Partial College;Manual;0;2
53,99;0;11407;Germany;DE;Europe;16780;IN;2003-12-25 00:00:00.000;2003;12;25;1952-04-02 00:00:00.000;69;M;0-25000;M;2;Partial College;Manual;1;1
34,47;0;11408;United Kingdom;GB;Europe;10237;IN;2003-09-06 00:00:00.000;2003;9;6;1953-05-14 00:00:00.000;68;M;0-25000;M;2;High School;Manual;0;2
38,47;0;11411;Germany;DE;Europe;14287;IN;2004-02-05 00:00:00.000;2004;2;5;1954-02-12 00:00:00.000;67;M;75001-100000;M;3;Partial College;Professional;0;1
13,98;0;11415;Germany;DE;Europe;18184;IN;2004-02-17 00:00:00.000;2004;2;17;1944-06-05 00:00:00.000;77;S;75001-100000;M;5;Partial College;Professional;0;2
39,98;0;11418;Germany;DE;Europe;12831;IN;2004-06-19 00:00:00.000;2004;6;19;1945-02-09 00:00:00.000;76;S;75001-100000;M;5;Partial College;Professional;0;2
231,75;0;11419;United Kingdom;GB;Europe;16758;IN;2003-09-13 00:00:00.000;2003;9;13;1945-02-18 00:00:00.000;76;M;greater than 100000;M;3;Graduate Degree;Management;1;4
43,98;0;11424;Germany;DE;Europe;15561;IN;2003-10-23 00:00:00.000;2003;10;23;1953-12-07 00:00:00.000;68;M;75001-100000;F;4;Partial College;Professional;1;2
34,99;0;11426;Germany;DE;Europe;16113;IN;2003-10-11 00:00:00.000;2003;10;11;1953-10-02 00:00:00.000;68;M;greater than 100000;M;3;Bachelors ;Management;1;4
84,98;0;11430;Germany;DE;Europe;16287;IN;2003-09-20 00:00:00.000;2003;9;20;1952-03-24 00:00:00.000;69;M;75001-100000;F;4;High School;Professional;1;2
70,46;0;11434;United Kingdom;GB;Europe;16076;IN;2003-12-17 00:00:00.000;2003;12;17;1951-05-06 00:00:00.000;70;M;greater than 100000;M;5;Partial College;Professional;1;4
34,99;0;11435;Germany;DE;Europe;13722;IN;2004-07-07 00:00:00.000;2004;7;7;1950-03-06 00:00:00.000;71;S;75001-100000;F;3;Partial College;Management;1;4
81,76;0;11436;United Kingdom;GB;Europe;3558;IN;2003-11-23 00:00:00.000;2003;11;23;1950-09-18 00:00:00.000;71;M;greater than 100000;F;3;Partial College;Management;0;4
53,99;0;11437;France;FR;Europe;2791;IN;2004-06-21 00:00:00.000;2004;6;21;1949-12-17 00:00:00.000;72;M;75001-100000;M;4;High School;Management;1;3
34,99;0;11438;Germany;DE;Europe;11514;IN;2003-08-09 00:00:00.000;2003;8;9;1949-10-14 00:00:00.000;72;M;greater than 100000;F;4;High School;Management;1;4
78,48;0;11440;France;FR;Europe;7806;IN;2003-09-28 00:00:00.000;2003;9;28;1947-09-27 00:00:00.000;74;M;75001-100000;M;5;Partial High School;Skilled Manual;0;2
43,98;0;11441;France;FR;Europe;18688;IN;2004-07-11 00:00:00.000;2004;7;11;1947-06-12 00:00:00.000;74;M;75001-100000;F;5;Partial High School;Skilled Manual;0;2
34,99;0;11442;France;FR;Europe;18944;IN;2004-04-01 00:00:00.000;2004;4;1;1947-11-14 00:00:00.000;74;M;75001-100000;M;5;Partial High School;Skilled Manual;1;2
96,89;0;11458;Australia;AU;Pacific;4775;IN;2003-10-01 00:00:00.000;2003;10;1;1973-04-05 00:00:00.000;48;M;75001-100000;F;0;High School;Management;1;2
47,92;0;11463;Australia;AU;Pacific;12037;IN;2003-09-06 00:00:00.000;2003;9;6;1972-03-12 00:00:00.000;49;M;greater than 100000;F;0;High School;Management;0;4
90,19;0;11466;Australia;AU;Pacific;9266;IN;2003-11-23 00:00:00.000;2003;11;23;1971-08-03 00:00:00.000;50;M;greater than 100000;M;0;Partial High School;Management;1;4
55,87;0;11467;Australia;AU;Pacific;10149;IN;2004-02-01 00:00:00.000;2004;2;1;1969-10-07 00:00:00.000;52;M;greater than 100000;M;1;Graduate Degree;Management;1;4
25,48;0;11469;United Kingdom;GB;Europe;13219;IN;2004-02-10 00:00:00.000;2004;2;10;1973-04-16 00:00:00.000;48;S;0-25000;M;0;Partial High School;Manual;0;2
53,99;0;11471;France;FR;Europe;6159;IN;2003-11-18 00:00:00.000;2003;11;18;1973-09-25 00:00:00.000;48;S;25001-50000;F;0;Partial College;Clerical;1;1
62,98;0;11473;France;FR;Europe;19642;IN;2003-12-04 00:00:00.000;2003;12;4;1980-08-02 00:00:00.000;41;S;0-25000;F;0;Partial High School;Manual;0;2
49,97;0;11474;United Kingdom;GB;Europe;4368;IN;2004-03-29 00:00:00.000;2004;3;29;1980-02-22 00:00:00.000;41;S;0-25000;M;0;Partial High School;Manual;1;2
69,46;0;11475;United Kingdom;GB;Europe;3829;IN;2003-10-25 00:00:00.000;2003;10;25;1978-10-09 00:00:00.000;43;S;25001-50000;M;0;High School;Manual;0;1
53,99;0;11476;United Kingdom;GB;Europe;18701;IN;2004-05-04 00:00:00.000;2004;5;4;1974-11-17 00:00:00.000;47;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
34,99;0;11477;Germany;DE;Europe;12874;IN;2004-03-28 00:00:00.000;2004;3;28;1973-06-25 00:00:00.000;48;S;25001-50000;M;0;High School;Manual;0;1
53,99;0;11478;France;FR;Europe;15732;IN;2003-10-21 00:00:00.000;2003;10;21;1973-02-25 00:00:00.000;48;S;25001-50000;M;0;High School;Manual;0;1
34,99;0;11486;Germany;DE;Europe;9063;IN;2004-05-27 00:00:00.000;2004;5;27;1971-05-25 00:00:00.000;50;S;0-25000;F;0;Partial High School;Manual;1;2
53,99;0;11487;France;FR;Europe;11167;IN;2004-06-17 00:00:00.000;2004;6;17;1971-07-09 00:00:00.000;50;S;0-25000;F;0;Partial High School;Manual;0;2
53,99;0;11490;France;FR;Europe;14781;IN;2003-10-06 00:00:00.000;2003;10;6;1971-01-06 00:00:00.000;50;S;0-25000;M;0;Partial High School;Manual;0;2
13,98;0;11495;Germany;DE;Europe;2416;IN;2004-04-28 00:00:00.000;2004;4;28;1971-09-04 00:00:00.000;50;S;25001-50000;M;2;Partial College;Clerical;1;1
34,99;0;11497;United Kingdom;GB;Europe;16359;IN;2004-05-07 00:00:00.000;2004;5;7;1970-11-26 00:00:00.000;51;S;25001-50000;F;2;Partial College;Clerical;1;2
561,53;0;11498;Canada;CA;North America;10006;IN;2003-09-01 00:00:00.000;2003;9;1;1974-01-15 00:00:00.000;47;S;25001-50000;M;3;Partial College;Clerical;1;2
192,21;0;11499;Southwest;US;North America;11641;IN;2003-10-08 00:00:00.000;2003;10;8;1974-11-14 00:00:00.000;47;S;25001-50000;M;3;Partial College;Clerical;1;2
654,27;0;11500;Canada;CA;North America;12637;IN;2003-08-04 00:00:00.000;2003;8;4;1974-09-18 00:00:00.000;47;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
872,25;0;11501;Canada;CA;North America;19762;IN;2003-09-28 00:00:00.000;2003;9;28;1975-07-07 00:00:00.000;46;S;25001-50000;F;3;Partial College;Clerical;1;2
1026,29;0;11502;Canada;CA;North America;14431;IN;2003-08-03 00:00:00.000;2003;8;3;1975-03-07 00:00:00.000;46;S;25001-50000;M;4;Partial College;Clerical;1;1
61,78;0;11503;Southwest;US;North America;17896;IN;2003-11-27 00:00:00.000;2003;11;27;1930-10-13 00:00:00.000;91;M;25001-50000;M;1;Graduate Degree;Skilled Manual;1;0
44,57;0;11504;Southwest;US;North America;10353;IN;2003-11-02 00:00:00.000;2003;11;2;1931-04-20 00:00:00.000;90;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
846,77;0;11505;Canada;CA;North America;19853;IN;2003-08-26 00:00:00.000;2003;8;26;1966-07-07 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
748,6;0;11506;Canada;CA;North America;18984;IN;2003-09-09 00:00:00.000;2003;9;9;1966-05-17 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
653,06;0;11507;Canada;CA;North America;2661;IN;2003-08-21 00:00:00.000;2003;8;21;1966-11-20 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
77,27;0;11508;Northwest;US;North America;11912;IN;2003-11-03 00:00:00.000;2003;11;3;1966-07-07 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
196,29;0;11509;Southwest;US;North America;12214;IN;2004-01-30 00:00:00.000;2004;1;30;1953-07-26 00:00:00.000;68;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
258,15;0;11510;Canada;CA;North America;4361;IN;2003-09-13 00:00:00.000;2003;9;13;1953-07-13 00:00:00.000;68;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
35;0;11511;Northwest;US;North America;5541;IN;2003-09-14 00:00:00.000;2003;9;14;1953-06-14 00:00:00.000;68;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
39,99;0;11514;Northwest;US;North America;13483;IN;2003-12-26 00:00:00.000;2003;12;26;1954-04-20 00:00:00.000;67;M;25001-50000;M;1;High School;Clerical;1;1
101,76;0;11517;Southwest;US;North America;2982;IN;2003-12-28 00:00:00.000;2003;12;28;1954-06-20 00:00:00.000;67;M;25001-50000;F;1;Partial College;Clerical;1;1
82,2;0;11518;Northwest;US;North America;13649;IN;2004-04-29 00:00:00.000;2004;4;29;1955-05-10 00:00:00.000;66;M;25001-50000;M;1;Partial College;Clerical;1;1
757,27;0;11519;Canada;CA;North America;7703;IN;2003-09-14 00:00:00.000;2003;9;14;1955-03-17 00:00:00.000;66;M;25001-50000;M;1;Partial College;Clerical;1;1
822,97;0;11520;Canada;CA;North America;9228;IN;2003-08-26 00:00:00.000;2003;8;26;1955-04-11 00:00:00.000;66;M;25001-50000;F;1;Partial College;Clerical;1;1
44,57;0;11521;Northwest;US;North America;8193;IN;2003-09-06 00:00:00.000;2003;9;6;1955-12-09 00:00:00.000;66;M;25001-50000;F;1;Partial College;Clerical;1;1
42,28;0;11524;Southwest;US;North America;11540;IN;2004-02-29 00:00:00.000;2004;2;29;1956-01-23 00:00:00.000;65;M;25001-50000;F;1;Partial College;Clerical;1;1
39,58;0;11527;Southwest;US;North America;10226;IN;2003-08-11 00:00:00.000;2003;8;11;1956-06-04 00:00:00.000;65;M;25001-50000;F;1;Partial College;Clerical;1;1
573,8;0;11530;Canada;CA;North America;18892;IN;2003-08-01 00:00:00.000;2003;8;1;1957-07-26 00:00:00.000;64;M;25001-50000;M;1;Partial College;Clerical;1;1
44,57;0;11532;Northwest;US;North America;11625;IN;2003-10-07 00:00:00.000;2003;10;7;1957-02-26 00:00:00.000;64;M;25001-50000;F;1;Partial College;Clerical;1;1
37,29;0;11533;Southeast;US;North America;9698;IN;2003-11-15 00:00:00.000;2003;11;15;1957-07-21 00:00:00.000;64;M;25001-50000;F;1;Partial College;Clerical;1;1
34,47;0;11542;United Kingdom;GB;Europe;12528;IN;2003-11-12 00:00:00.000;2003;11;12;1968-09-10 00:00:00.000;53;S;0-25000;M;1;Partial College;Manual;0;0
53,99;0;11543;France;FR;Europe;8695;IN;2004-06-23 00:00:00.000;2004;6;23;1968-02-17 00:00:00.000;53;M;0-25000;F;1;Partial College;Manual;1;1
88,98;0;11544;Germany;DE;Europe;20089;IN;2004-02-29 00:00:00.000;2004;2;29;1968-05-07 00:00:00.000;53;M;25001-50000;M;1;Bachelors ;Clerical;1;0
53,99;0;11545;France;FR;Europe;7767;IN;2004-01-14 00:00:00.000;2004;1;14;1968-03-25 00:00:00.000;53;M;25001-50000;M;1;Bachelors ;Clerical;1;0
53,99;0;11551;France;FR;Europe;19979;IN;2003-09-02 00:00:00.000;2003;9;2;1967-05-25 00:00:00.000;54;S;0-25000;M;3;High School;Manual;1;1
34,99;0;11552;Germany;DE;Europe;6707;IN;2004-07-09 00:00:00.000;2004;7;9;1967-05-27 00:00:00.000;54;S;0-25000;M;1;Partial College;Manual;0;1
21,49;0;11553;United Kingdom;GB;Europe;8511;IN;2004-02-23 00:00:00.000;2004;2;23;1967-09-09 00:00:00.000;54;M;0-25000;F;1;Partial College;Manual;1;1
34,99;0;11554;France;FR;Europe;2894;IN;2003-11-09 00:00:00.000;2003;11;9;1926-09-28 00:00:00.000;95;S;0-25000;F;4;High School;Manual;1;2
34,99;0;11555;United Kingdom;GB;Europe;7606;IN;2003-11-09 00:00:00.000;2003;11;9;1926-07-08 00:00:00.000;95;M;25001-50000;F;1;Bachelors ;Clerical;1;0
21,49;0;11556;United Kingdom;GB;Europe;4286;IN;2004-06-23 00:00:00.000;2004;6;23;1967-05-14 00:00:00.000;54;M;0-25000;M;1;Partial College;Manual;1;1
21,49;0;11557;United Kingdom;GB;Europe;14296;IN;2004-02-09 00:00:00.000;2004;2;9;1967-01-15 00:00:00.000;54;S;25001-50000;F;1;Bachelors ;Clerical;0;0
21,49;0;11558;United Kingdom;GB;Europe;8176;IN;2004-06-02 00:00:00.000;2004;6;2;1967-08-22 00:00:00.000;54;S;25001-50000;M;1;Bachelors ;Clerical;0;0
34,99;0;11559;Germany;DE;Europe;7880;IN;2004-06-01 00:00:00.000;2004;6;1;1967-12-16 00:00:00.000;54;S;25001-50000;M;1;Bachelors ;Clerical;0;1
53,99;0;11560;United Kingdom;GB;Europe;18895;IN;2004-06-05 00:00:00.000;2004;6;5;1967-08-13 00:00:00.000;54;S;25001-50000;F;1;Bachelors ;Clerical;0;1
84,98;0;11562;Germany;DE;Europe;2943;IN;2003-12-28 00:00:00.000;2003;12;28;1966-04-19 00:00:00.000;55;M;0-25000;M;1;High School;Manual;1;1
53,99;0;11563;United Kingdom;GB;Europe;3819;IN;2004-01-06 00:00:00.000;2004;1;6;1966-02-01 00:00:00.000;55;S;0-25000;M;1;High School;Manual;0;1
34,99;0;11565;United Kingdom;GB;Europe;19267;IN;2004-03-11 00:00:00.000;2004;3;11;1966-07-02 00:00:00.000;55;S;0-25000;M;2;High School;Manual;1;0
1006,83;0;11566;France;FR;Europe;20542;IN;2003-08-01 00:00:00.000;2003;8;1;1967-09-02 00:00:00.000;54;M;25001-50000;F;0;Bachelors ;Clerical;1;0
53,99;0;11567;Germany;DE;Europe;7573;IN;2003-09-16 00:00:00.000;2003;9;16;1967-09-23 00:00:00.000;54;M;25001-50000;F;0;Bachelors ;Clerical;1;0
34,99;0;11569;United Kingdom;GB;Europe;15794;IN;2004-05-23 00:00:00.000;2004;5;23;1966-05-10 00:00:00.000;55;M;25001-50000;M;1;Bachelors ;Clerical;1;1
34,99;0;11573;United Kingdom;GB;Europe;7211;IN;2004-01-28 00:00:00.000;2004;1;28;1965-11-15 00:00:00.000;56;S;0-25000;F;2;High School;Manual;1;1
34,99;0;11574;United Kingdom;GB;Europe;3489;IN;2003-09-16 00:00:00.000;2003;9;16;1965-07-17 00:00:00.000;56;S;0-25000;F;2;High School;Manual;1;1
43,98;0;11579;United Kingdom;GB;Europe;12669;IN;2004-02-01 00:00:00.000;2004;2;1;1964-08-20 00:00:00.000;57;S;0-25000;M;3;High School;Manual;1;1
34,99;0;11580;United Kingdom;GB;Europe;4387;IN;2003-10-18 00:00:00.000;2003;10;18;1933-09-12 00:00:00.000;88;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
237,19;0;11581;France;FR;Europe;7287;IN;2003-08-15 00:00:00.000;2003;8;15;1966-09-04 00:00:00.000;55;M;25001-50000;F;0;Bachelors ;Professional;1;0
8,99;0;11584;Germany;DE;Europe;4977;IN;2004-03-19 00:00:00.000;2004;3;19;1965-11-22 00:00:00.000;56;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
49,99;0;11585;United Kingdom;GB;Europe;10523;IN;2004-07-13 00:00:00.000;2004;7;13;1965-03-08 00:00:00.000;56;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
8,99;0;11586;United Kingdom;GB;Europe;6624;IN;2004-04-30 00:00:00.000;2004;4;30;1965-12-15 00:00:00.000;56;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
14,98;0;11589;United Kingdom;GB;Europe;9631;IN;2003-12-06 00:00:00.000;2003;12;6;1964-05-04 00:00:00.000;57;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
88,98;0;11594;France;FR;Europe;20477;IN;2004-02-18 00:00:00.000;2004;2;18;1979-11-04 00:00:00.000;42;S;0-25000;M;4;High School;Manual;1;2
34,99;0;11595;Germany;DE;Europe;14858;IN;2004-07-02 00:00:00.000;2004;7;2;1979-07-02 00:00:00.000;42;S;0-25000;M;5;High School;Manual;1;3
